title,description,directions
TITLE: SCOTCH COOLER,DESCRIPTION: 2 ounce Whisky (Scotch),"DIRECTIONS: (White) 
Club Soda, chilled 
Pour Scotch and crème de  
menthe into  ice- ﬁ lled highball glass. Fill with club soda  
and stir."
TITLE: SCOTCH HOLIDAY SOUR,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
1 ounce  Cherry- ﬂ avored Brandy 
 1/2  ounce Sweet Vermouth","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled  old- fashioned  
glass. Add a slice of lemon."
TITLE: SCOTCH OLD- FASHIONED,"DESCRIPTION: 1 cube Sugar 
1 tsp. Water 
1 dash Bitters","DIRECTIONS: In  old- fashioned glass, muddle sugar cube, water, and  
bitters. Add Scotch and stir.  
Add a twist of lemon peel  
and ice cubes. Garnish with  
slices of orange and lemon  
and a maraschino cherry."
TITLE: SCOTCH RICKEY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Club Soda 
Pour lime juice and Scotch  
into  ice- ﬁ lled highball glass  
and ﬁ ll with club soda. Add a  
twist of lime. Stir."
TITLE: SCOTCH ROYALE,"DESCRIPTION: 1 cube Sugar 
1 1/2  ounce Whisky (Scotch)","DIRECTIONS: Champagne, chilled 
Place sugar cube in champagne ﬂ ute. Add Scotch and  
bitters, and ﬁ ll with Champagne."
TITLE: SCOTCH SOUR,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
 1/2  ounce Lime Juice","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into chilled sour glass. Garnish with a  half- slice of  
lemon and a maraschino  
cherry."
TITLE: SCOTCH STINGER,"DESCRIPTION: 1/2  ounce Crème de Menthe  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: SCOTTISH GUARD,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
 1/2  ounce Lemon Juice 
 1/2  ounce Orange Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: THE SHOOT 195  SEABOARD,"DESCRIPTION: 1 ounce Whiskey 
1 ounce Gin 
1 tbsp. Lemon Juice","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into  ice- ﬁ lled  old- fashioned  
glass. Garnish with mint  
leaves."
TITLE: THE SEELBACH COCKTAIL,"DESCRIPTION: 3/4  ounce Whiskey (Bourbon) 
 1/2  ounce Triple Sec 
7 dashes Angostura Bitters 
7 dashes Peychaud’s Bitters","DIRECTIONS: Build, in the order given, in  
champagne ﬂ ute. Garnish  
with a twist of orange peel."
TITLE: SHAMROCK,"DESCRIPTION: 1 1/2  ounce Whiskey (Irish) 
 1/2  ounce Dry Vermouth","DIRECTIONS: (Green) 
Stir with ice and strain into  
chilled cocktail glass. Garnish with an olive."
TITLE: THE SHOOT,"DESCRIPTION: 1 ounce Whisky (Scotch) 
1 ounce Dry Sherry 
1 tsp. Orange Juice 
1 tsp. Lemon Juice","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into chilled cocktail glass."
TITLE: SOUTHERN BELLE,"DESCRIPTION: 1 1/4  ounce Whiskey (Tennessee) 
8 ounce Pineapple Juice 
 1/4  ounce Triple Sec 
2 ounce Orange Juice","DIRECTIONS: Combine whiskey, Triple Sec,  
and juices in  ice- ﬁ lled Collins  
glass. Top with grenadine  
and stir once."
TITLE: SOUTHERN LADY,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
1 ounce Whiskey (Tennessee  
Sour Mash) 
1 ounce Crème de Noyaux 
3 ounce Pineapple Juice 
2 ounce  Lemon- lime Soda","DIRECTIONS: Shake ﬁ rst four ingredients with ice and strain into  
parfait or hurricane glass   
half- ﬁ lled with ice. Fill with  
soda to within 1 inch of top  
of glass and top with lime  
juice. Garnish with a pineapple wheel and a maraschino cherry."
TITLE: SILENT THIRD,"DESCRIPTION: 1 ounce Triple Sec 
2 ounce Whisky (Scotch)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: THE SLOPE,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 3/4  ounce Punt y Mes 
 1/2  ounce Apricot Liqueur","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a cherry."
TITLE: COCKTAIL 197  SWISS FAMILY COCKTAIL,"DESCRIPTION: 1/2  tsp. Anisette 
2 dashes Bitters 
 3/4  ounce Dry Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: T- BIRD,"DESCRIPTION: 1 1/8 ounce Whisky (Canadian) 
 3/4  ounce Amaretto 
2 ounce Pineapple Juice 
1 ounce Orange Juice","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled highball glass.  
Garnish with an orange slice  
and a maraschino cherry.  
Serve with a straw."
TITLE: T.N.T.,"DESCRIPTION: 1 1/2  ounce Whiskey (Rye or  
Bourbon)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: THISTLE COCKTAIL,"DESCRIPTION: 1 1/2  ounce Sweet Vermouth 
1 1/2  ounce Whisky (Scotch)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: SOUTHERN PEACH,"DESCRIPTION: 1/8 ounce Grenadine 
1 1/2  ounce Whiskey (Bourbon) 
2 ounce Orange Juice 
1 ounce Superﬁ ne Sugar  
(or Simple Syrup) 
1 ounce Lemon Juice","DIRECTIONS: Fill parfait or hurricane  
glass with ice. Pour grenadine over ice; add bourbon.  
Shake remaining ingredients  
with ice and pour slowly into  
glass. Garnish with a peach  
slice."
TITLE: STILETTO,"DESCRIPTION: 1 ounce Lemon Juice 
1 1/2  tsps. Amaretto",DIRECTIONS: Pour into  ice- ﬁ lled  old fashioned glass and stir.
TITLE: STONE FENCE,DESCRIPTION: 2 ounce Whisky (Scotch),"DIRECTIONS: Club Soda or Cider 
Pour Scotch and bitters into  
 ice- ﬁ lled highball glass. Fill  
with club soda or cider. Stir."
TITLE: STRAIGHT RYE WITCH,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 1/4  ounce Strega 
 1/4  ounce Palo Cortado Sherry 
 1/4  ounce Simple Syrup","DIRECTIONS: Stir with ice and strain into  
chilled  old- fashioned glass.  
Garnish with an orange twist."
TITLE: THOROUGHBRED COOLER THOROUGHBRED COOLER,"DESCRIPTION: 1 ounce Whiskey (Bourbon) 
 1/2  ounce Superﬁ ne Sugar  
(or Simple Syrup) 
 1/2  ounce Lemon Juice 
1 ounce Orange Juice 
Lemon- lime Soda","DIRECTIONS: Pour ﬁ rst four ingredients  
over ice in highball glass. Fill  
with  lemon- lime soda and  
stir. Add grenadine. Garnish  
with an orange wedge."
TITLE: TIPPERARY COCKTAIL,"DESCRIPTION: 3/4  ounce Whiskey (Irish) 
 3/4  ounce Chartreuse (Green)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: TOMBSTONE,"DESCRIPTION: 2 ounce Whiskey (Straight Rye) 
 1/2  ounce Demerara Syrup","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass.  
Garnish with a lemon twist."
TITLE: TRILBY COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whiskey (Bourbon) 
 3/4  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: TWIN HILLS,"DESCRIPTION: 1 1/2  ounce Whiskey 
2 tsps. Bénédictine 
1 1/2  tsps. Lemon Juice 
1 1/2  tsps. Lime Juice","DIRECTIONS: Shake with ice and strain  
into sour glass. Garnish with  
a slice of lime and a slice of  
lemon."
TITLE: VAGABOND,"DESCRIPTION: 1 1/2  ounce Whisky (Single Malt  
Scotch) 
 3/4  ounce Punt y Mes","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an orange twist."
TITLE: VERRAZANO,"DESCRIPTION: 2 ounce Whiskey (Bourbon) 
1 ounce Sweet Vermouth 
 1/4  ounce Apricot Liqueur 
1 splash Campari 
Stir ﬁ rst three ingredients with ice and strain into  
chilled,  Campari- rinsed  
cocktail glass. Garnish with  
an orange twist. 
 VIEUX CARRÉ 
 3/4  ounce Whiskey (Rye) 
 3/4  ounce Brandy 
 3/4  ounce Sweet Vermouth 
 1/4  ounce Bénédictine 
1 dash Peychaud’s Bitters","DIRECTIONS: Build, over ice, in old fashioned glass."
TITLE: COLLINS 199  WALTERS,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
1 tbsp. Orange Juice","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: WARD EIGHT,"DESCRIPTION: 3/4  ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 tsps. (scant) Grenadine","DIRECTIONS: Shake with ice and strain  
into  red- wine glass ﬁ lled with  
ice. Garnish with slices of  
orange, lemon, and a maraschino cherry. Serve with  
straws."
TITLE: WASHINGTON APPLE,"DESCRIPTION: 2 ounce Black Velvet Reserve  
Canadian Whisky 
2 ounce Sour Apple Schnapps","DIRECTIONS: Pour into  ice- ﬁ lled highball  
glass and stir."
TITLE: WEESKI,"DESCRIPTION: 2 ounce Whiskey (Irish) 
1 ounce Lillet Blanc 
 1/4  ounce Triple Sec","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with an orange twist."
TITLE: WHISKEY COBBLER,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 ounce Club Soda","DIRECTIONS: Dissolve sugar/syrup in club  
soda in  red- wine glass. Fill  
with shaved ice and add  
whiskey. Stir and garnish with  
seasonal fruit. Serve with a  
straw."
TITLE: WHISKEY COCKTAIL,"DESCRIPTION: 1 dash Bitters 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish with a maraschino  
cherry."
TITLE: WHISKEY COLLINS,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Club Soda 
Shake lemon juice, sugar/  
syrup, and whiskey with ice  
and strain into chilled Collins  
glass. Add several ice cubes,  
ﬁ ll with club soda, and stir.  
Garnish with slices of lemon  
and orange and a maraschino cherry. Serve with a  
straw."
TITLE: WHISKEY DAISY WHISKEY RICKEY,DESCRIPTION: 1/2  ounce Lime Juice,"DIRECTIONS: Club Soda 
Pour lime juice and whiskey into highball glass over  
ice cubes and ﬁ ll with club  
soda. Stir. Drop lime rind  
into glass."
TITLE: WHISKEY SANGAREE,"DESCRIPTION: 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
1 tsp. Water 
2 ounce Whiskey 
1 splash Club Soda","DIRECTIONS: Dissolve sugar/syrup in  
water in  old- fashioned glass.  
Add whiskey, ice cubes, and  
club soda. Stir and then ﬂ oat  
port on top. Garnish with  
 fresh- grated nutmeg on top."
TITLE: WHISKEY SLING,"DESCRIPTION: 1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
1 tsp. Water 
1 ounce Lemon Juice","DIRECTIONS: In  old- fashioned glass dissolve sugar/syrup in water  
and lemon juice. Add ice  
cubes and whiskey. Stir. Garnish with a twist of lemon  
peel."
TITLE: WHISKEY DAISY,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
1 tsp. Grenadine","DIRECTIONS: Shake with ice and strain  
into chilled beer mug or  
metal cup. Add 1 ice cube  
and garnish with fruit."
TITLE: WHISKEY FIX,"DESCRIPTION: 1 ounce Lemon Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Shake juice and sugar/ 
syrup with ice and strain into  
chilled highball glass. Fill  
glass with ice and whiskey.  
Stir. Garnish with a slice of  
lemon. Serve with straws."
TITLE: WHISKEY ORANGE,"DESCRIPTION: 2 ounce Orange Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
 1/2  tsp. Anisette","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled highball glass.  
Garnish with slices of orange  
and lemon."
TITLE: PLUSH 201  WHISKEY SMASH,"DESCRIPTION: 1 cube Sugar 
1 ounce Club Soda 
4 sprigs Mint","DIRECTIONS: Muddle sugar with club soda  
and mint in  old- fashioned  
glass. Add whiskey and then  
ice cubes. Stir. Garnish with  
a slice of orange, a maraschino cherry, and a twist of  
lemon peel."
TITLE: WHISKEY SOUR,"DESCRIPTION: 1 ounce Lemon Juice 
 1/2  tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Shake with ice and strain  
into chilled sour glass. Garnish with a  half- slice of  
lemon and a maraschino  
cherry."
TITLE: WHISKEY SQUIRT,"DESCRIPTION: 1 1/2  ounce Whiskey 
1 tbsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Club Soda 
Shake ﬁ rst three ingredients with ice and strain  
into chilled highball glass.  
Fill with club soda and ice  
cubes. Garnish with cubes of  
pineapple and strawberries."
TITLE: WHISKEY SWIZZLE,"DESCRIPTION: 1 ounce Lime Juice 
1 tsp. Superﬁ ne Sugar  
(or Simple Syrup) 
2 ounce Club Soda 
2 dashes Bitters","DIRECTIONS: Put lime juice, sugar/syrup,  
and club soda into Collins  
glass. Fill glass with ice and  
stir. Add bitters and whiskey.  
Fill with club soda and serve  
with a swizzle stick."
TITLE: WHISPERS- OF- THE FROST COCKTAIL,"DESCRIPTION: 3/4  ounce Whiskey (Bourbon) 
 3/4  ounce Cream Sherry 
 3/4  ounce Port","DIRECTIONS: (or Simple Syrup) 
Stir with ice and strain into  
chilled cocktail glass. Garnish with slices of lemon and  
orange."
TITLE: WHITE PLUSH,"DESCRIPTION: 2 ounce Whiskey 
1 cup Milk","DIRECTIONS: (or Simple Syrup) 
Shake with ice and strain  
into chilled Collins glass."
TITLE: WOOLWORTH,"DESCRIPTION: 2 ounce Whisky (Blended  
Scotch) 
1 ounce Palo Cortado Sherry 
 1/2  ounce Bénédictine","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: WOODWARD COCKTAIL,"DESCRIPTION: 1 1/2  ounce Whisky (Scotch) 
 1/2  ounce Dry Vermouth","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: ABSINTHE SPECIAL COCKTAIL ABSINTHE SPECIAL COCKTAIL,"DESCRIPTION: 1 1/2  ounce Anisette 
1 ounce Water 
 1/4  tsp. Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: AMARETTO AND CREAM,DESCRIPTION: 1 1/2  ounce Amaretto,"DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: AMARETTO ROSE,"DESCRIPTION: 1 1/2  ounce Amaretto 
 1/2  ounce Lemon Juice","DIRECTIONS: (or Simple Syrup) 
Club Soda 
Pour ﬁ rst three ingredients  
into  ice- ﬁ lled Collins glass  
and ﬁ ll with club soda. Stir  
and serve."
TITLE: AMARETTO SOUR,DESCRIPTION: 1 1/2  ounce Amaretto,"DIRECTIONS: Shake with ice and strain  
into chilled sour glass. Garnish with a slice of orange."
TITLE: AMARETTO STINGER,DESCRIPTION: 1 1/2  ounce Amaretto,"DIRECTIONS: (White) 
Shake with ice and strain  
into chilled cocktail glass."
TITLE: AMBER AMOUR,"DESCRIPTION: 1 1/2  ounce Amaretto 
 1/4  ounce Superﬁ ne Sugar  
(or Simple Syrup)","DIRECTIONS: Club Soda 
Pour amaretto, sugar/syrup,  
and lemon juice into  ice ﬁ lled Collins glass. Top with  
club soda and stir. Garnish  
with a maraschino cherry."
TITLE: AMORE- ADE,"DESCRIPTION: 1 1/4  ounce Amaretto 
 3/4  ounce Triple Sec","DIRECTIONS: Combine all ingredients in  
oversized  red- wine glass.  
Add ice and garnish with a  
lemon wedge."
TITLE: ICED COFFEE 205  APPLE PIE,DESCRIPTION: 3 ounce Apple Schnapps,"DIRECTIONS: Pour into  ice- ﬁ lled  old fashioned glass and garnish  
with an apple slice and a  
sprinkle of cinnamon."
TITLE: BANSHEE,"DESCRIPTION: 1 ounce Crème de Banana 
 1/2  ounce Crème de Cacao  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BLACKJACK,"DESCRIPTION: 1 ounce  Cherry- ﬂ avored Brandy 
 1/2  ounce Brandy","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled  old- fashioned  
glass."
TITLE: BLACKTHORN,DESCRIPTION: 1 1/2  ounce Sloe Gin,"DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass. Garnish  
with a twist of lemon peel."
TITLE: BLANCHE,"DESCRIPTION: 1 ounce Anisette 
1 ounce Triple Sec","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: BOCCIE BALL,"DESCRIPTION: 1 1/2  ounce Amaretto 
1 1/2  ounce Orange Juice","DIRECTIONS: Serve in  ice- ﬁ lled highball  
glass."
TITLE: BOSTON ICED COFFEE,"DESCRIPTION: 6 ounce Coffee (cooled) 
1 ounce Crème de Menthe  
(White) 
1 ounce Crème de Cacao  
(White)","DIRECTIONS: Pour into  ice- ﬁ lled highball  
glass and stir. Garnish with a  
twist of lemon peel."
TITLE: BURNING SUN,DESCRIPTION: 1 1/2  ounce Strawberry Schnapps,"DIRECTIONS: Pour into  ice- ﬁ lled highball  
glass and stir. Garnish with a  
fresh strawberry."
TITLE: BUSHWACKER,"DESCRIPTION: 1/2  ounce Coffee Liqueur 
 1/2  ounce Amaretto 
 1/2  ounce Light Rum 
 1/2  ounce Irish Cream Liqueur","DIRECTIONS: Blend and pour into  ice ﬁ lled  old- fashioned glass. 
 CAFÉ"
TITLE: CABANA,DESCRIPTION: 1 ounce Coffee Liqueur,"DIRECTIONS: Pour into  ice- ﬁ lled Collins  
glass. Stir. Garnish with a  
lime wedge."
TITLE: CHOCOLATE- COVERED STRAWBERRY,"DESCRIPTION: 1 ounce Strawberry Schnapps 
 1/4  ounce Crème de Cacao  
(White)","DIRECTIONS: Stir with ice and serve over  
ice in  red- wine glass. Garnish  
with a fresh strawberry. 
 CRÈME"
TITLE: DUCHESS,"DESCRIPTION: 1 1/2  ounce Anisette 
 1/2  ounce Dry Vermouth","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: FERRARI,DESCRIPTION: 1 ounce Amaretto,"DIRECTIONS: Mix in  ice- ﬁ lled  old fashioned glass. Garnish with  
a twist of lemon peel."
TITLE: FRENCH CONNECTION,DESCRIPTION: 1 1/2  ounce Cognac,DIRECTIONS: Serve in  ice- ﬁ lled  old fashioned glass.
TITLE: WAVE 207  FRENCH FANTASY,"DESCRIPTION: 1 ounce Black Raspberry  
Liqueur 
1 ounce Mandarine Napoléon 
2 ounce Cranberry Juice","DIRECTIONS: Pour into  ice- ﬁ lled highball  
glass and stir. Garnish with  
an orange slice and a maraschino cherry."
TITLE: FUZZY NAVEL,"DESCRIPTION: 3 ounce 48-proof Peach  
Schnapps","DIRECTIONS: Combine schnapps and  
orange juice and pour over  
ice in highball glass. Garnish  
with an orange slice."
TITLE: GOLDEN CADILLAC,"DESCRIPTION: 1 ounce Galliano 
2 ounce Crème de Cacao  
(White)","DIRECTIONS: Combine with  1/2  cup of  
crushed ice in blender on  
low speed for 10 seconds.  
Strain into chilled champagne ﬂ ute."
TITLE: GOLDEN DREAM,"DESCRIPTION: 1 tbsp. Orange Juice 
 1/2  ounce Triple Sec 
1 ounce Galliano","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: GOOBER,"DESCRIPTION: 1 1/2  ounce Vodka 
1 1/2  ounce Black Raspberry  
Liqueur 
1 1/2  ounce Melon Liqueur 
1 ounce Triple Sec 
1 ounce Grenadine 
3 ounce Pineapple Juice","DIRECTIONS: Shake with ice and strain  
into  ice- ﬁ lled Collins glass.  
Garnish with an orange slice  
and a maraschino cherry.  
Serve with a straw."
TITLE: GRASSHOPPER,"DESCRIPTION: 1/4  ounce Crème de Menthe  
(Green) 
 1/4  ounce Crème de Cacao  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: HEAT WAVE,"DESCRIPTION: 1 1/4  ounce  Coconut- ﬂ avored  
Rum 
 1/2  ounce Peach Schnapps 
3 ounce Pineapple Juice 
3 ounce Orange Juice","DIRECTIONS: Pour ﬁ rst four ingredients  
into  ice- ﬁ lled hurricane or  
parfait glass. Top with grenadine. Garnish with a fresh  
peach slice."
TITLE: ITALIAN SOMBRERO,DESCRIPTION: 1 1/2  ounce Amaretto,"DIRECTIONS: Put ingredients in blender  
or shake well. Serve over ice  
or straight up in champagne  
ﬂ ute."
TITLE: ITALIAN SURFER,DESCRIPTION: 1 ounce Amaretto,"DIRECTIONS: Pineapple Juice 
Fill a Collins glass with ice.  
Add amaretto and brandy.  
Fill with pineapple juice.  
Garnish with a pineapple  
spear and a maraschino  
cherry."
TITLE: JOHNNIE COCKTAIL,"DESCRIPTION: 3/4  ounce Triple Sec 
1 1/2  ounce Sloe Gin","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: LIMONCELLO SUNRISE,"DESCRIPTION: 1 ounce Caravella Limoncello 
3 ounce Orange Juice","DIRECTIONS: Stir limoncello and orange  
juice with ice and strain  
into chilled old-fashioned  
glass. Top with a dash of  
grenadine."
TITLE: LOVER’S KISS,"DESCRIPTION: 1/2  ounce Amaretto 
 1/2  ounce  Cherry- ﬂ avored Brandy 
 1/2  ounce Crème de Cacao  
(Brown)","DIRECTIONS: Shake with ice and strain  
into parfait glass. Top with  
whipped cream. Sprinkle  
with chocolate shavings  
and top with a maraschino  
cherry."
TITLE: COCKTAIL,"DESCRIPTION: 3/4  ounce Triple Sec 
1 1/2  ounce Sloe Gin","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: MELON COOLER,"DESCRIPTION: 1 ounce Melon Liqueur 
 1/2  ounce Peach Schnapps 
 1/2  ounce Raspberry Schnapps","DIRECTIONS: Shake with ice and pour into  
chilled margarita or cocktail glass. Garnish with a lime  
wheel and a maraschino  
cherry."
TITLE: PEPPERMINT STICK,"DESCRIPTION: 1 ounce Peppermint Schnapps 
1 1/2  ounce Crème de Cacao  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled champagne  
ﬂ ute."
TITLE: PEPPERMINT TWIST,"DESCRIPTION: 1 1/2  ounce Peppermint Schnapps 
 1/2  ounce Crème de Cacao  
(White)","DIRECTIONS: Blend and pour into large  
parfait glass. Garnish with  
a mint sprig and a peppermint candy stick. Serve with  
a straw."
TITLE: PINK SQUIRREL,"DESCRIPTION: 1 ounce Crème de Noyaux 
1 tbsp. Crème de Cacao  
(White)","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: MOULIN ROUGE,"DESCRIPTION: 1 1/2  ounce Sloe Gin 
 3/4  ounce Sweet Vermouth","DIRECTIONS: Stir with ice and strain into  
chilled cocktail glass."
TITLE: PANAMA COCKTAIL,"DESCRIPTION: 1 ounce Crème de Cacao  
(White) 
1 ounce Light Cream","DIRECTIONS: Shake with ice and strain  
into chilled cocktail glass."
TITLE: PEACH MELBA,"DESCRIPTION: 1 ounce Peach Schnapps 
 1/2  ounce Black Raspberry  
Liqueur","DIRECTIONS: Shake with ice and pour into  
 old- fashioned glass. Garnish with a peach slice. Serve  
with a short straw."
TITLE: PORT AND STARBOARD,DESCRIPTION: 1 tbsp. Grenadine,"DIRECTIONS: (Green) 
Pour carefully into pousse  
café glass, so that crème de  
menthe ﬂ oats on grenadine. 
 POUSSE CAFÉ"
